2024-10-11 22:00:09,065 - ERROR: Error occurred at 2024-10-11 22:00:09 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device cf0103083f80000000010002874a!
2024-10-16 22:00:51,465 - ERROR: Error occurred at 2024-10-16 22:00:51 - TCP IP: 10.68.110.18, Port: 2101, Run: 1, METERID: MET0454. Error: TimeoutError: timed out
2024-10-16 22:01:11,509 - ERROR: Error occurred at 2024-10-16 22:01:11 - TCP IP: 10.68.110.18, Port: 2102, Run: 2, METERID: MET0454. Error: TimeoutError: timed out
2024-10-16 22:01:31,553 - ERROR: Error occurred at 2024-10-16 22:01:31 - TCP IP: 10.68.110.18, Port: 2103, Run: 3, METERID: MET0454. Error: TimeoutError: timed out
2024-10-16 22:01:51,606 - ERROR: Error occurred at 2024-10-16 22:01:51 - TCP IP: 10.68.110.18, Port: 2104, Run: 4, METERID: MET0454. Error: TimeoutError: timed out
2024-10-16 22:01:59,329 - ERROR: Error occurred at 2024-10-16 22:01:59 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-10-16 22:02:01,584 - ERROR: Error occurred at 2024-10-16 22:02:01 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-10-16 22:02:21,626 - ERROR: Error occurred at 2024-10-16 22:02:21 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-17 22:00:23,780 - ERROR: Error occurred at 2024-10-17 22:00:23 - TCP IP: 10.68.110.18, Port: 2101, Run: 1, METERID: MET0454. Error: TimeoutError: timed out
2024-10-17 22:00:43,834 - ERROR: Error occurred at 2024-10-17 22:00:43 - TCP IP: 10.68.110.18, Port: 2102, Run: 2, METERID: MET0454. Error: TimeoutError: timed out
2024-10-17 22:01:03,886 - ERROR: Error occurred at 2024-10-17 22:01:03 - TCP IP: 10.68.110.18, Port: 2103, Run: 3, METERID: MET0454. Error: TimeoutError: timed out
2024-10-17 22:01:32,256 - ERROR: Error occurred at 2024-10-17 22:01:32 - TCP IP: 10.68.110.18, Port: 2104, Run: 4, METERID: MET0454. Error: ConnectionResetError: [WinError 10054] An existing connection was forcibly closed by the remote host
2024-10-17 22:01:35,381 - ERROR: Error occurred at 2024-10-17 22:01:35 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-10-17 22:01:37,683 - ERROR: Error occurred at 2024-10-17 22:01:37 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-10-17 22:01:57,736 - ERROR: Error occurred at 2024-10-17 22:01:57 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-10-17 22:02:17,790 - ERROR: Error occurred at 2024-10-17 22:02:17 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-18 22:00:23,899 - ERROR: Error occurred at 2024-10-18 22:00:23 - TCP IP: 10.72.191.149, Port: 2402, Run: 1, METERID: MET0306. Error: TimeoutError: timed out
2024-10-18 22:00:43,951 - ERROR: Error occurred at 2024-10-18 22:00:43 - TCP IP: 10.72.191.149, Port: 2404, Run: 2, METERID: MET0306. Error: TimeoutError: timed out
2024-10-18 22:00:46,178 - ERROR: Error occurred at 2024-10-18 22:00:46 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-10-18 22:01:05,306 - ERROR: Error occurred at 2024-10-18 22:01:05 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
2024-10-18 22:01:25,360 - ERROR: Error occurred at 2024-10-18 22:01:25 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-10-18 22:01:45,416 - ERROR: Error occurred at 2024-10-18 22:01:45 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-19 22:00:22,708 - ERROR: Error occurred at 2024-10-19 22:00:22 - TCP IP: 10.68.110.18, Port: 2101, Run: 1, METERID: MET0454. Error: TimeoutError: timed out
2024-10-19 22:00:42,760 - ERROR: Error occurred at 2024-10-19 22:00:42 - TCP IP: 10.68.110.18, Port: 2102, Run: 2, METERID: MET0454. Error: TimeoutError: timed out
2024-10-19 22:01:02,802 - ERROR: Error occurred at 2024-10-19 22:01:02 - TCP IP: 10.68.110.18, Port: 2103, Run: 3, METERID: MET0454. Error: TimeoutError: timed out
2024-10-19 22:01:22,844 - ERROR: Error occurred at 2024-10-19 22:01:22 - TCP IP: 10.68.110.18, Port: 2104, Run: 4, METERID: MET0454. Error: TimeoutError: timed out
2024-10-19 22:01:42,889 - ERROR: Error occurred at 2024-10-19 22:01:42 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-19 22:02:03,020 - ERROR: Error occurred at 2024-10-19 22:02:02 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-19 22:02:23,074 - ERROR: Error occurred at 2024-10-19 22:02:23 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-10-19 22:02:43,128 - ERROR: Error occurred at 2024-10-19 22:02:43 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-20 22:02:25,586 - ERROR: Error occurred at 2024-10-20 22:02:25 - TCP IP: 10.68.110.18, Port: 2101, Run: 1, METERID: MET0454. Error: TimeoutError: timed out
2024-10-20 22:02:45,641 - ERROR: Error occurred at 2024-10-20 22:02:45 - TCP IP: 10.68.110.18, Port: 2102, Run: 2, METERID: MET0454. Error: TimeoutError: timed out
2024-10-20 22:03:05,695 - ERROR: Error occurred at 2024-10-20 22:03:05 - TCP IP: 10.68.110.18, Port: 2103, Run: 3, METERID: MET0454. Error: TimeoutError: timed out
2024-10-20 22:03:25,740 - ERROR: Error occurred at 2024-10-20 22:03:25 - TCP IP: 10.68.110.18, Port: 2104, Run: 4, METERID: MET0454. Error: TimeoutError: timed out
2024-10-20 22:03:45,796 - ERROR: Error occurred at 2024-10-20 22:03:45 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-20 22:04:05,849 - ERROR: Error occurred at 2024-10-20 22:04:05 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-20 22:04:25,903 - ERROR: Error occurred at 2024-10-20 22:04:25 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-21 22:00:23,802 - ERROR: Error occurred at 2024-10-21 22:00:23 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-21 22:00:43,858 - ERROR: Error occurred at 2024-10-21 22:00:43 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-21 22:01:03,900 - ERROR: Error occurred at 2024-10-21 22:01:03 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-10-21 22:01:23,954 - ERROR: Error occurred at 2024-10-21 22:01:23 - TCP IP: 10.72.191.239, Port: 2402, Run: 1, METERID: MET0553. Error: TimeoutError: timed out
2024-10-21 22:01:44,086 - ERROR: Error occurred at 2024-10-21 22:01:43 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-22 22:01:06,972 - ERROR: Error occurred at 2024-10-22 22:01:06 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-22 22:01:27,016 - ERROR: Error occurred at 2024-10-22 22:01:26 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-22 22:01:47,075 - ERROR: Error occurred at 2024-10-22 22:01:47 - TCP IP: 10.72.191.239, Port: 2402, Run: 1, METERID: MET0553. Error: TimeoutError: timed out
2024-10-22 22:02:07,121 - ERROR: Error occurred at 2024-10-22 22:02:07 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-23 22:00:22,369 - ERROR: Error occurred at 2024-10-23 22:00:22 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-23 22:00:42,422 - ERROR: Error occurred at 2024-10-23 22:00:42 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-23 22:01:02,508 - ERROR: Error occurred at 2024-10-23 22:01:02 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-10-23 22:01:22,563 - ERROR: Error occurred at 2024-10-23 22:01:22 - TCP IP: 10.72.191.239, Port: 2402, Run: 1, METERID: MET0553. Error: TimeoutError: timed out
2024-10-23 22:01:42,704 - ERROR: Error occurred at 2024-10-23 22:01:42 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-24 22:01:08,171 - ERROR: Error occurred at 2024-10-24 22:01:08 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-24 22:01:28,225 - ERROR: Error occurred at 2024-10-24 22:01:28 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-24 22:01:48,268 - ERROR: Error occurred at 2024-10-24 22:01:48 - TCP IP: 10.72.191.239, Port: 2402, Run: 1, METERID: MET0553. Error: TimeoutError: timed out
2024-10-24 22:02:08,311 - ERROR: Error occurred at 2024-10-24 22:02:08 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-25 22:00:52,795 - ERROR: Error occurred at 2024-10-25 22:00:52 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
2024-10-25 22:01:12,928 - ERROR: Error occurred at 2024-10-25 22:01:12 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-25 22:01:32,982 - ERROR: Error occurred at 2024-10-25 22:01:32 - TCP IP: 10.72.191.239, Port: 2402, Run: 1, METERID: MET0553. Error: TimeoutError: timed out
2024-10-25 22:01:53,036 - ERROR: Error occurred at 2024-10-25 22:01:52 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-26 22:00:23,789 - ERROR: Error occurred at 2024-10-26 22:00:23 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-26 22:00:43,842 - ERROR: Error occurred at 2024-10-26 22:00:43 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-26 22:01:03,895 - ERROR: Error occurred at 2024-10-26 22:01:03 - TCP IP: 10.72.191.239, Port: 2402, Run: 1, METERID: MET0553. Error: TimeoutError: timed out
2024-10-26 22:01:26,484 - ERROR: Error occurred at 2024-10-26 22:01:26 - TCP IP: 10.68.110.115, Port: 2404, Run: 2, METERID: MET0361. Error: TimeoutError: timed out
2024-10-26 22:01:46,539 - ERROR: Error occurred at 2024-10-26 22:01:46 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-27 22:00:23,609 - ERROR: Error occurred at 2024-10-27 22:00:23 - TCP IP: 10.68.111.119, Port: 2402, Run: 1, METERID: MET0416. Error: TimeoutError: timed out
2024-10-27 22:00:43,662 - ERROR: Error occurred at 2024-10-27 22:00:43 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-27 22:01:03,714 - ERROR: Error occurred at 2024-10-27 22:01:03 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-27 22:01:26,081 - ERROR: Error occurred at 2024-10-27 22:01:26 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-10-27 22:01:46,152 - ERROR: Error occurred at 2024-10-27 22:01:46 - TCP IP: 10.72.191.239, Port: 2402, Run: 1, METERID: MET0553. Error: TimeoutError: timed out
2024-10-27 22:02:08,260 - ERROR: Error occurred at 2024-10-27 22:02:08 - TCP IP: 10.68.110.115, Port: 2404, Run: 2, METERID: MET0361. Error: TimeoutError: timed out
2024-10-27 22:02:28,315 - ERROR: Error occurred at 2024-10-27 22:02:28 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-28 22:00:23,044 - ERROR: Error occurred at 2024-10-28 22:00:22 - TCP IP: 10.68.111.119, Port: 2402, Run: 1, METERID: MET0416. Error: TimeoutError: timed out
2024-10-28 22:00:43,098 - ERROR: Error occurred at 2024-10-28 22:00:43 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-28 22:01:03,150 - ERROR: Error occurred at 2024-10-28 22:01:03 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-28 22:01:23,204 - ERROR: Error occurred at 2024-10-28 22:01:23 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-10-28 22:01:45,347 - ERROR: Error occurred at 2024-10-28 22:01:45 - TCP IP: 10.68.111.117, Port: 2402, Run: 1, METERID: MET0455. Error: TimeoutError: timed out
2024-10-28 22:02:05,401 - ERROR: Error occurred at 2024-10-28 22:02:05 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-29 22:00:22,920 - ERROR: Error occurred at 2024-10-29 22:00:22 - TCP IP: 10.68.111.119, Port: 2402, Run: 1, METERID: MET0416. Error: TimeoutError: timed out
2024-10-29 22:00:42,971 - ERROR: Error occurred at 2024-10-29 22:00:42 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-29 22:01:03,024 - ERROR: Error occurred at 2024-10-29 22:01:02 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-29 22:01:23,069 - ERROR: Error occurred at 2024-10-29 22:01:23 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-10-29 22:01:45,230 - ERROR: Error occurred at 2024-10-29 22:01:45 - TCP IP: 10.68.111.117, Port: 2402, Run: 1, METERID: MET0455. Error: TimeoutError: timed out
2024-10-29 22:02:05,285 - ERROR: Error occurred at 2024-10-29 22:02:05 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-30 22:00:23,562 - ERROR: Error occurred at 2024-10-30 22:00:23 - TCP IP: 10.68.111.119, Port: 2402, Run: 1, METERID: MET0416. Error: TimeoutError: timed out
2024-10-30 22:00:43,614 - ERROR: Error occurred at 2024-10-30 22:00:43 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-30 22:01:03,666 - ERROR: Error occurred at 2024-10-30 22:01:03 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-30 22:01:23,721 - ERROR: Error occurred at 2024-10-30 22:01:23 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-10-30 22:01:43,773 - ERROR: Error occurred at 2024-10-30 22:01:43 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-10-31 22:00:23,560 - ERROR: Error occurred at 2024-10-31 22:00:23 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-10-31 22:00:43,685 - ERROR: Error occurred at 2024-10-31 22:00:43 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-10-31 22:01:03,725 - ERROR: Error occurred at 2024-10-31 22:01:03 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-10-31 22:01:23,769 - ERROR: Error occurred at 2024-10-31 22:01:23 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-01 22:00:22,821 - ERROR: Error occurred at 2024-11-01 22:00:22 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-01 22:00:42,875 - ERROR: Error occurred at 2024-11-01 22:00:42 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-01 22:01:02,931 - ERROR: Error occurred at 2024-11-01 22:01:02 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-11-01 22:01:25,446 - ERROR: Error occurred at 2024-11-01 22:01:25 - TCP IP: 10.68.111.117, Port: 2402, Run: 1, METERID: MET0455. Error: TimeoutError: timed out
2024-11-01 22:01:45,499 - ERROR: Error occurred at 2024-11-01 22:01:45 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-02 22:00:23,736 - ERROR: Error occurred at 2024-11-02 22:00:23 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-02 22:00:43,778 - ERROR: Error occurred at 2024-11-02 22:00:43 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-02 22:01:03,830 - ERROR: Error occurred at 2024-11-02 22:01:03 - TCP IP: 10.68.110.115, Port: 2404, Run: 2, METERID: MET0361. Error: TimeoutError: timed out
2024-11-02 22:01:25,937 - ERROR: Error occurred at 2024-11-02 22:01:25 - TCP IP: 10.68.111.117, Port: 2402, Run: 1, METERID: MET0455. Error: TimeoutError: timed out
2024-11-02 22:01:45,996 - ERROR: Error occurred at 2024-11-02 22:01:45 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-03 22:00:44,858 - ERROR: Error occurred at 2024-11-03 22:00:44 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-11-03 22:01:04,911 - ERROR: Error occurred at 2024-11-03 22:01:04 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-03 22:01:24,966 - ERROR: Error occurred at 2024-11-03 22:01:24 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-11-03 22:01:47,485 - ERROR: Error occurred at 2024-11-03 22:01:47 - TCP IP: 10.68.111.117, Port: 2402, Run: 1, METERID: MET0455. Error: TimeoutError: timed out
2024-11-03 22:02:07,613 - ERROR: Error occurred at 2024-11-03 22:02:07 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-04 22:00:23,878 - ERROR: Error occurred at 2024-11-04 22:00:23 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-04 22:00:32,066 - ERROR: Error occurred at 2024-11-04 22:00:32 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
2024-11-04 22:00:54,237 - ERROR: Error occurred at 2024-11-04 22:00:54 - TCP IP: 10.68.111.117, Port: 2402, Run: 1, METERID: MET0455. Error: TimeoutError: timed out
2024-11-04 22:01:14,292 - ERROR: Error occurred at 2024-11-04 22:01:14 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-05 22:00:08,547 - ERROR: Error occurred at 2024-11-05 22:00:08 - TCP IP: 10.68.111.244, Port: 2402, Run: 1, METERID: MET0126. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device fdfbfff7fff7f5ef!
2024-11-05 22:00:28,600 - ERROR: Error occurred at 2024-11-05 22:00:28 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-05 22:00:48,642 - ERROR: Error occurred at 2024-11-05 22:00:48 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-05 22:01:10,731 - ERROR: Error occurred at 2024-11-05 22:01:10 - TCP IP: 10.68.111.117, Port: 2402, Run: 1, METERID: MET0455. Error: TimeoutError: timed out
2024-11-05 22:01:30,785 - ERROR: Error occurred at 2024-11-05 22:01:30 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-06 22:01:22,089 - ERROR: Error occurred at 2024-11-06 22:01:22 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-11-06 22:01:41,297 - ERROR: Error occurred at 2024-11-06 22:01:41 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
2024-11-06 22:02:01,351 - ERROR: Error occurred at 2024-11-06 22:02:01 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-07 22:00:23,547 - ERROR: Error occurred at 2024-11-07 22:00:23 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-07 22:00:27,702 - ERROR: Error occurred at 2024-11-07 22:00:27 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-11-07 22:00:50,461 - ERROR: Error occurred at 2024-11-07 22:00:50 - TCP IP: 10.68.111.117, Port: 2402, Run: 1, METERID: MET0455. Error: TimeoutError: timed out
2024-11-07 22:01:10,513 - ERROR: Error occurred at 2024-11-07 22:01:10 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-08 22:00:23,248 - ERROR: Error occurred at 2024-11-08 22:00:23 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
